_id,symbol,timestamp,open,high,low,close,volume,is_live,interval
67684be1d5e7efabd1532871,AAPL,2023-01-03 14:30:00,130.27999877929688,130.89999389648438,125.2300033569336,125.45999908447266,27775505,false,1h
67684be1d5e7efabd1532872,AAPL,2023-01-03 15:30:00,125.45999908447266,125.87000274658203,124.7300033569336,125.34500122070312,18104999,false,1h
67684be1d5e7efabd1532873,AAPL,2023-01-03 16:30:00,125.3501968383789,125.37000274658203,124.3490982055664,124.66000366210938,11248777,false,1h
67684be1d5e7efabd1532874,AAPL,2023-01-03 17:30:00,124.66000366210938,124.94000244140625,124.19000244140625,124.64990234375,8860080,false,1h
67684be1d5e7efabd1532875,AAPL,2023-01-03 18:30:00,124.6698989868164,125,124.19000244140625,124.56999969482422,8388062,false,1h
67684be1d5e7efabd1532876,AAPL,2023-01-03 19:30:00,124.5780029296875,125.33000183105469,124.16999816894531,124.62000274658203,11718707,false,1h
67684be1d5e7efabd1532877,AAPL,2023-01-03 20:30:00,124.62999725341797,125.41999816894531,124.625,125.05000305175781,10631332,false,1h
67684be1d5e7efabd1532878,AAPL,2023-01-04 14:30:00,126.88999938964844,127.55500030517578,125.08000183105469,125.99829864501953,25459455,false,1h
67684be1d5e7efabd1532879,AAPL,2023-01-04 15:30:00,125.98999786376953,127.5,125.33399963378906,127.37999725341797,11053975,false,1h
67684be1d5e7efabd153287a,AAPL,2023-01-04 16:30:00,127.38999938964844,128.65570068359375,127.37999725341797,128.06500244140625,9666212,false,1h
67684be1d5e7efabd153287b,AAPL,2023-01-04 17:30:00,128.0749969482422,128.22000122070312,126.93000030517578,127.26010131835938,5544069,false,1h
67684be1d5e7efabd153287c,AAPL,2023-01-04 18:30:00,127.26499938964844,127.87000274658203,125.62000274658203,125.7249984741211,9752574,false,1h
67684be1d5e7efabd153287d,AAPL,2023-01-04 19:30:00,125.72000122070312,126.8499984741211,125.37999725341797,125.83000183105469,10742232,false,1h
67684be1d5e7efabd153287e,AAPL,2023-01-04 20:30:00,125.83989715576172,126.4800033569336,125.27999877929688,126.37999725341797,8384124,false,1h
67684be1d5e7efabd153287f,AAPL,2023-01-05 14:30:00,127.12999725341797,127.7699966430664,125.31999969482422,126.7699966430664,21850724,false,1h
67684be1d5e7efabd1532880,AAPL,2023-01-05 15:30:00,126.76000213623047,127.02999877929688,126.16000366210938,126.55989837646484,9990903,false,1h
67684be1d5e7efabd1532881,AAPL,2023-01-05 16:30:00,126.55000305175781,127.08000183105469,126.19999694824219,126.5031967163086,7404291,false,1h
67684be1d5e7efabd1532882,AAPL,2023-01-05 17:30:00,126.5,126.87000274658203,125.80010223388672,126.4800033569336,7045330,false,1h
67684be1d5e7efabd1532883,AAPL,2023-01-05 18:30:00,126.48999786376953,127.04000091552734,125.80999755859375,125.88870239257812,6003993,false,1h
67684be1d5e7efabd1532884,AAPL,2023-01-05 19:30:00,125.88999938964844,126.37999725341797,125.02999877929688,125.16000366210938,10075109,false,1h
67684be1d5e7efabd1532885,AAPL,2023-01-05 20:30:00,125.16999816894531,125.30000305175781,124.76000213623047,125.0199966430664,9464321,false,1h
67684be1d5e7efabd1532886,AAPL,2023-01-06 14:30:00,126.01000213623047,127.3499984741211,124.88999938964844,126.375,21496694,false,1h
67684be1d5e7efabd1532887,AAPL,2023-01-06 15:30:00,126.375,128.0399932861328,126.34010314941406,127.24500274658203,10581541,false,1h
67684be1d5e7efabd1532888,AAPL,2023-01-06 16:30:00,127.25,128.47999572753906,127.01000213623047,128.32989501953125,8905736,false,1h
67684be1d5e7efabd1532889,AAPL,2023-01-06 17:30:00,128.3217010498047,128.39999389648438,127.77999877929688,128.25,6641033,false,1h
67684be1d5e7efabd153288a,AAPL,2023-01-06 18:30:00,128.24000549316406,129.5500030517578,128.24000549316406,129.3350067138672,8218980,false,1h
67684be1d5e7efabd153288b,AAPL,2023-01-06 19:30:00,129.33999633789062,130.2899932861328,129.30499267578125,129.80999755859375,10559575,false,1h
67684be1d5e7efabd153288c,AAPL,2023-01-06 20:30:00,129.81500244140625,130.0500030517578,129.33999633789062,129.52000427246094,9922349,false,1h
67684be3d5e7efabd153288d,AAPL,2023-01-09 14:30:00,130.46499633789062,132.73500061035156,130.46499633789062,132.56500244140625,18383099,false,1h
67684be3d5e7efabd153288e,AAPL,2023-01-09 15:30:00,132.5749969482422,133.41000366210938,132.46359252929688,133.0850067138672,10329185,false,1h
